word1	word2	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10
slide	move	3	3	2	1	2	4	1	5	3	3
accomplish	become	3	3	2	1	2	2	0	5	2	4
admit	give	0	0	1	1	1	0	0	5	2	4
swallow	gulp	6	6	2	5	5	6	3	6	5	5
enter	kick	0	0	0	0	0	1	0	0	0	1
lose	compete	1	0	1	0	2	2	0	1	0	2
do	dare	0	0	0	0	1	1	0	4	0	4
fly	flutter	5	5	3	1	2	4	0	5	3	3
lower	diminish	6	6	3	2	3	5	0	6	4	5
divide	add	0	0	0	0	0	0	0	0	0	0
buy	sell	0	0	0	0	0	0	0	0	0	0
let	do	1	0	1	0	0	1	0	1	0	0
scare	shake	1	1	0	0	0	0	0	0	3	2
refrain	wait	5	5	4	1	4	6	0	5	4	4
pinch	punch	3	3	2	1	1	1	1	2	2	2
explode	blow	6	6	4	0	5	1	0	5	5	3
request	reply	2	0	1	0	1	1	0	1	0	1
hurt	bump	2	1	0	1	1	2	0	3	1	4
take	use	1	3	2	0	2	2	0	4	2	3
excel	lead	5	4	3	1	4	0	0	5	3	3
remove	detach	5	5	4	4	5	4	3	6	4	5
combine	integrate	6	5	5	5	5	5	6	4	5	5
spare	strike	1	1	0	0	0	0	4	1	1	0
bend	shake	1	1	1	0	0	1	1	2	2	0
differ	disagree	6	6	3	5	5	4	6	5	4	6
exceed	whisper	1	1	0	0	0	0	0	1	0	0
prove	solve	6	5	2	3	0	4	2	6	4	1
defeat	overcome	6	4	3	1	4	5	4	5	3	6
change	differ	6	3	4	1	2	3	3	4	4	5
strip	tease	4	1	5	0	0	1	1	3	3	0
bother	affect	5	3	4	1	0	5	4	5	5	4
presume	believe	3	3	4	1	3	4	1	5	3	5
graze	roam	5	3	5	5	1	5	1	4	4	0
leave	stray	6	4	1	3	1	4	4	4	3	4
forget	dismiss	6	2	4	6	0	2	4	4	4	3
burn	melt	4	3	3	3	0	3	5	5	5	4
tend	help	5	5	5	4	3	4	6	5	3	5
accumulate	gather	6	5	6	6	5	6	6	5	3	6
burst	explode	6	4	5	3	3	5	6	6	5	6
unload	carry	1	2	2	0	0	0	1	3	0	0
prohibit	ban	5	6	6	6	5	6	5	5	6	6
become	seem	2	2	1	0	0	1	2	2	1	0
degrade	embarrass	5	4	5	2	1	3	4	5	1	5
shun	hide	5	3	1	0	0	2	5	2	2	0
retreat	move	6	5	4	1	0	1	4	3	3	1
tear	sew	0	1	0	0	0	0	1	1	0	0
shift	turn	4	2	1	1	3	2	5	3	5	0
hit	crash	5	1	3	4	2	2	6	5	5	5
slice	chop	5	3	3	5	3	4	6	4	5	6
tie	weave	2	1	2	2	0	3	3	4	0	4
overpower	struggle	0	4	0	0	1	1	2	1	3	0
fail	try	1	1	0	0	0	1	0	4	2	0
bound	pick	1	1	2	0	0	0	0	1	1	0
veer	lean	1	5	3	3	2	2	0	3	4	1
complain	argue	5	4	3	3	0	2	4	4	4	3
fade	bleach	3	3	1	4	1	3	4	4	3	1
drink	pour	3	1	1	0	0	2	4	2	1	0
adjourn	dismiss	0	5	6	2	2	4	5	5	1	6
reply	speak	3	3	3	0	2	2	6	4	5	5
approach	promise	1	1	1	0	0	0	0	1	3	0
allow	admit	6	4	4	6	2	5	6	4	4	5
charge	accuse	5	4	3	3	3	4	6	4	6	0
spill	drink	2	1	2	0	0	0	0	2	2	0
argue	differ	4	5	2	1	3	2	6	4	4	6
excuse	justify	4	3	2	1	3	4	2	4	3	5
recruit	stretch	1	1	3	0	0	0	0	1	2	0
play	enjoy	5	1	3	3	1	3	5	5	4	0
demand	supply	2	3	5	0	0	0	4	2	3	0
giggle	laugh	6	5	6	6	4	5	6	6	6	6
sow	plow	5	1	1	0	0	2	0	1	4	0
tire	tread	1	1	3	0	0	1	0	2	4	0
attend	lift	1	0	0	0	0	1	1	0	0	0
decompose	die	1	0	0	2	2	4	3	0	3	2
warn	forbid	1	0	1	3	2	3	1	0	4	4
soothe	rub	1	1	0	1	4	4	2	1	4	4
travel	determine	1	0	0	0	0	1	1	0	0	0
punish	reprimand	5	4	6	5	6	4	2	6	4	6
pounce	hit	1	0	4	1	3	1	1	1	1	2
drive	desire	1	0	0	0	2	1	2	5	0	0
condemn	ridicule	1	0	5	2	2	4	1	5	3	4
hate	reject	4	1	4	4	4	4	2	3	3	3
disintegrate	reduce	4	0	4	3	3	4	4	5	4	3
say	tell	5	0	6	6	4	5	4	6	4	5
condemn	renounce	1	5	6	5	4	5	1	3	3	0
claim	lie	1	0	0	2	1	2	1	0	0	1
convince	explain	3	1	5	4	3	5	4	3	2	2
obtain	take	5	6	5	5	3	5	2	6	4	5
hit	kick	1	0	6	1	3	3	3	5	3	3
usurp	take	5	0	4	3	2	4	3	0	3	4
judge	criticize	1	0	6	5	4	6	4	5	3	2
hope	need	1	0	1	2	1	2	1	2	1	1
make	construct	3	6	6	5	5	5	4	6	5	3
defrost	thaw	5	1	6	6	5	6	4	6	6	6
fly	launch	1	0	4	3	3	3	3	3	3	3
walk	roam	1	5	6	3	3	3	3	6	3	3
accuse	frame	1	0	4	1	3	3	2	5	1	1
sink	dip	3	0	5	3	5	5	3	4	3	6
spoil	perish	1	0	5	2	3	1	3	6	5	3
sew	crave	1	0	0	0	0	1	1	0	0	0
run	hustle	1	0	4	4	0	5	1	3	1	0
neglect	forget	1	0	5	6	1	3	1	6	2	1
gamble	risk	3	6	6	5	5	6	3	5	5	6
tell	convince	1	0	3	4	3	3	3	4	3	3
please	entertain	1	0	4	5	4	4	4	5	1	3
gain	succeed	1	0	4	2	3	4	3	3	3	2
boil	fry	1	0	6	2	3	2	1	3	0	2
feed	starve	1	0	6	0	0	1	1	0	0	0
leave	disperse	1	6	5	2	4	5	3	0	4	4
inquire	renounce	1	0	2	0	1	1	1	0	0	1
drive	drink	1	0	0	0	0	1	1	0	0	0
die	slay	1	3	6	0	0	1	1	0	0	0
hurt	whip	2	0	6	2	2	5	1	2	1	3
concentrate	learn	4	0	6	3	0	4	2	0	1	1
polish	inform	1	0	0	0	0	1	1	0	0	0
pop	snap	1	0	6	5	0	5	3	3	1	3
adjourn	start	1	0	6	0	0	1	1	0	0	0
disintegrate	dissolve	4	2	6	6	5	6	4	6	5	5
result	finish	1	3	6	4	2	5	3	5	5	6
blow	whistle	1	0	6	1	0	3	2	1	1	2
unite	marry	2	2	6	3	4	5	3	4	1	6
dip	dunk	1	6	6	5	5	6	3	4	4	4
break	escape	3	2	1	0	2	3	2	2	1	1
compute	understand	5	5	4	4	3	6	5	3	4	4
glare	reflect	4	4	1	0	1	3	5	2	1	0
argue	disagree	5	4	0	5	5	1	6	4	6	4
start	run	3	1	0	3	0	1	0	1	2	1
mix	learn	1	1	1	0	0	1	0	0	0	0
cover	spread	5	3	2	3	4	1	5	4	0	3
gain	croak	3	2	0	0	0	1	0	0	0	0
drift	slurp	3	2	1	0	0	1	0	0	1	0
glide	soar	5	4	4	1	5	6	5	5	6	4
involve	include	5	2	4	5	5	6	6	5	6	5
beg	spread	1	1	0	0	0	1	0	0	0	0
frighten	scare	6	1	6	6	6	5	6	6	6	6
grab	squeeze	4	2	1	1	4	2	5	3	3	1
compose	create	5	4	5	3	5	6	5	5	6	5
kidnap	take	5	3	2	2	4	2	6	4	6	2
deliver	give	5	5	3	3	6	3	4	4	6	3
shine	polish	4	5	5	4	4	3	6	6	6	4
forgive	excuse	4	2	3	4	5	6	4	5	6	3
speak	listen	1	1	1	0	0	1	0	0	0	0
humiliate	ridicule	4	4	5	5	6	6	5	5	6	4
lift	hold	3	4	1	1	2	3	3	2	4	0
control	enforce	3	2	3	3	4	6	3	3	6	1
erode	deteriorate	4	5	2	6	3	6	5	5	6	3
want	beg	3	4	1	1	1	1	2	2	2	2
presume	strain	2	1	1	0	0	1	0	0	0	0
despise	charge	2	1	0	0	0	1	0	0	0	0
annoy	aggravate	5	5	4	6	4	6	5	5	6	3
embarrass	ridicule	4	4	5	4	4	5	6	3	6	4
attack	pounce	4	4	4	3	3	6	4	3	4	1
blush	obey	0	1	0	0	0	1	0	0	0	0
run	evacuate	3	3	2	1	4	5	2	3	2	0
multiply	increase	4	5	4	4	5	5	5	3	6	3
limit	reduce	5	4	2	4	6	6	3	2	4	1
attend	go	4	4	2	4	6	5	6	4	4	4
deny	admit	0	1	0	0	0	1	0	0	0	0
demand	command	3	3	4	2	6	6	4	2	5	2
think	realize	2	3	3	1	3	3	2	4	5	5
select	elect	3	4	5	2	4	1	5	1	5	1
adjourn	go	2	1	1	0	2	1	0	2	6	0
strip	drag	2	4	0	0	0	1	0	0	0	0
sneeze	sniff	1	3	3	4	0	3	0	2	1	0
recommend	tell	3	1	3	2	3	5	2	2	4	2
sow	find	2	2	0	0	0	1	0	0	0	0
bend	turn	4	4	1	1	3	1	3	3	0	0
dominate	control	5	4	4	5	6	6	5	5	6	1
pull	grab	4	1	3	1	4	2	4	2	0	0
yearn	strive	4	3	2	2	1	5	5	6	3	0
show	express	5	3	5	3	4	3	6	4	3	4
kick	punch	3	1	1	1	0	1	0	0	3	0
flex	stretch	4	5	3	2	3	3	4	5	5	5
attach	join	5	3	5	5	0	6	5	6	6	4
desire	yearn	3	6	6	5	0	6	4	6	5	4
tell	renounce	1	0	2	2	0	2	1	1	0	1
seem	look	3	4	5	4	3	3	0	0	0	2
set	put	2	3	4	4	3	6	4	4	2	2
sprain	strain	3	5	3	4	4	4	3	6	3	1
pinch	squeeze	4	4	5	4	1	4	5	5	5	3
punch	fight	2	2	5	3	4	3	4	5	5	4
vary	change	6	6	6	6	6	6	2	6	6	2
veer	look	1	0	0	2	2	0	0	0	1	1
reserve	reel	2	0	0	2	0	0	0	0	0	2
fix	alter	1	3	1	2	2	6	0	2	6	3
sneak	hide	3	2	2	2	4	6	3	3	5	4
direct	go	1	1	0	2	5	4	2	2	4	1
talk	persuade	3	1	1	3	2	2	2	4	4	3
cast	throw	5	3	1	4	1	3	6	5	0	2
add	subtract	1	0	0	1	0	0	0	0	4	1
decline	lower	5	0	0	1	1	3	1	0	6	3
engage	start	3	1	4	4	2	3	5	6	4	3
conquer	divide	1	0	0	1	1	0	0	0	2	1
nag	annoy	4	2	4	3	6	6	4	5	1	3
learn	acquire	4	5	1	1	2	6	0	3	3	5
fling	diminish	1	0	0	1	1	0	0	0	0	2
think	reflect	5	5	5	5	4	6	5	5	5	4
clench	hold	3	3	4	3	5	6	4	5	4	3
hold	reserve	5	4	5	4	4	6	5	3	0	2
wiggle	tickle	1	0	0	2	5	3	0	1	0	2
climb	ascend	5	5	4	5	6	3	6	6	6	4
tear	fold	1	0	0	1	1	0	0	0	0	1
earn	spend	1	0	0	1	4	0	0	0	0	1
disperse	separate	2	2	3	3	6	6	1	4	4	1
broil	cook	3	5	4	4	5	6	4	4	4	3
strive	try	4	5	5	4	4	6	5	6	2	4
sing	chirp	4	4	2	3	1	6	1	5	4	2
win	lose	1	0	0	1	6	0	0	0	1	1
hug	embrace	4	6	6	5	5	6	5	6	6	3
release	give	1	0	0	2	3	6	2	0	3	3
shiver	freeze	2	1	0	1	5	6	4	5	3	4
roam	wander	5	5	6	6	6	6	6	6	5	4
attend	appear	1	2	2	1	3	6	2	2	4	2
erode	spoil	1	0	1	1	3	0	0	1	4	3
burn	crash	1	0	0	1	2	0	0	2	4	2
happen	appear	2	0	0	1	4	0	0	1	0	3
carry	lift	4	5	2	3	5	6	4	5	5	5
write	say	2	0	0	2	2	3	3	0	0	3
kneel	flow	1	0	0	1	1	0	0	0	0	1
abuse	hurt	3	5	5	2	5	6	3	5	4	4
give	unload	1	0	2	2	2	0	2	2	0	2
refuse	agree	1	0	0	1	1	0	0	0	0	1
deteriorate	fall	2	0	0	1	0	2	2	3	0	0
discuss	debate	4	1	4	3	3	3	6	3	4	4
cough	sneeze	3	2	3	1	0	4	0	0	1	5
go	command	0	0	2	1	0	1	0	0	0	0
call	notify	3	2	6	4	3	5	0	2	3	6
dance	sway	3	0	5	3	0	3	3	1	1	4
go	send	0	1	2	1	0	1	0	0	0	4
lower	raise	0	0	0	0	0	0	0	0	0	0
disappear	shrink	3	0	1	2	0	5	2	1	0	5
run	hurry	3	4	4	4	2	4	6	1	2	6
incline	lean	4	3	2	1	4	4	6	2	3	6
finish	perish	2	0	1	4	0	2	0	1	0	0
deteriorate	delay	0	0	1	1	0	2	0	0	0	0
spread	gather	0	0	1	2	0	1	0	0	0	0
believe	understand	0	3	5	2	0	4	6	0	0	4
persuade	control	2	4	5	0	3	4	4	0	0	6
encourage	boost	3	5	6	5	4	5	6	2	1	6
hurt	burn	2	0	4	0	1	3	6	0	0	2
jog	run	5	4	5	4	6	5	3	1	6	6
play	practice	1	2	4	2	0	1	3	0	1	2
accept	give	1	0	0	0	0	1	1	0	0	0
hurt	disappoint	2	5	5	1	2	3	6	1	0	6
snore	annoy	1	0	1	1	0	0	6	0	0	0
gather	compose	4	0	2	1	0	1	3	1	4	0
cover	hide	4	0	5	4	5	5	6	1	3	6
hug	dismay	0	0	1	0	0	1	0	0	0	0
slap	pat	2	3	4	2	4	2	0	0	1	0
dissolve	adore	0	0	0	0	0	0	0	0	0	0
see	visit	3	6	5	4	4	5	0	0	5	5
touch	grab	2	1	4	4	3	3	4	2	0	5
refrain	abstain	6	6	6	4	6	5	6	4	5	5
poise	stand	3	0	5	3	5	4	6	2	1	5
pay	raise	1	0	1	0	0	5	3	0	0	0
defrost	cook	1	1	5	0	0	0	0	0	0	3
retreat	go	4	0	3	0	1	0	4	1	2	6
tap	touch	4	5	4	4	6	5	6	1	5	6
return	ridicule	0	0	0	0	0	3	0	0	0	0
want	hope	0	5	6	1	5	4	2	0	4	4
acknowledge	show	3	0	3	2	0	4	1	0	0	4
portray	play	3	3	5	5	5	5	2	2	5	0
sweat	relax	0	0	1	0	0	0	0	0	0	0
fall	jump	1	0	4	4	0	0	0	0	0	0
protect	help	1	5	2	4	3	4	6	0	0	6
live	survive	4	3	4	5	4	5	5	2	3	6
want	claim	1	1	1	3	0	4	4	0	0	2
stop	disallow	3	3	4	3	6	4	6	2	4	6
like	dislike	1	0	0	0	0	0	0	0	0	0
hold	squeeze	1	0	1	3	1	5	5	0	1	2
lower	walk	0	0	0	1	0	0	4	0	0	0
squeeze	cuddle	3	1	4	5	4	5	3	1	3	3
tear	sob	6	1	1	4	3	4	0	4	4	5
attack	fight	6	3	6	3	4	5	4	3	4	4
help	concern	5	1	2	3	1	3	0	3	0	3
repair	fix	6	6	6	6	6	6	6	6	6	6
intend	remind	1	1	1	0	0	0	0	1	0	1
scratch	hurt	5	2	3	4	3	1	2	2	1	3
have	hold	5	3	3	3	4	2	0	5	1	3
inform	tell	5	6	5	6	6	5	4	3	6	6
triumph	defeat	5	0	2	6	0	6	2	3	0	4
suppose	degrade	1	0	1	0	0	0	0	0	1	1
fix	demolish	0	0	1	0	0	0	0	0	0	1
request	ask	5	5	2	6	6	5	5	4	6	6
understand	evaluate	4	2	2	1	3	1	2	3	2	1
lean	sway	5	2	3	5	4	4	3	2	5	4
walk	trail	5	2	3	3	2	3	3	3	3	2
crash	fall	3	0	2	3	2	2	1	2	5	1
sew	convince	1	0	1	0	0	0	0	0	0	1
grind	dance	4	2	2	5	0	0	2	3	6	5
exist	be	6	6	4	6	6	6	3	4	5	5
flush	blush	6	3	4	6	6	0	4	1	1	1
return	go	3	0	2	0	1	1	1	2	0	5
climb	fall	0	0	2	4	0	0	0	2	0	1
look	seek	5	5	4	6	6	4	4	3	6	6
hurt	prick	4	0	2	4	4	1	1	3	4	3
fail	fall	5	0	2	2	2	1	1	3	1	1
laugh	entertain	4	0	2	2	2	1	2	4	6	1
annoy	confuse	3	0	2	0	1	2	0	3	2	2
discover	analyze	2	0	2	0	2	3	0	4	2	2
squeeze	crush	5	4	6	2	5	5	5	3	6	3
skip	miss	4	4	5	6	5	0	6	2	6	5
swim	dip	2	1	3	0	3	0	1	2	5	2
disallow	reject	5	5	1	6	4	3	6	3	6	2
tackle	handle	5	1	2	6	0	0	4	2	2	1
convince	talk	4	3	2	6	4	0	1	4	1	1
decline	reject	6	6	4	6	6	5	6	4	6	6
fade	disintegrate	3	0	1	5	3	1	3	4	4	2
speak	scream	0	0	3	5	3	0	1	3	1	1
spend	use	2	0	3	6	3	1	2	3	0	1
release	press	0	0	1	0	0	1	0	1	1	1
attach	fix	6	0	1	3	3	2	4	3	5	1
stand	sit	0	0	3	2	0	0	0	2	0	1
make	prepare	5	6	3	6	6	3	5	3	4	3
grow	rise	5	3	3	6	3	4	1	3	4	1
throw	fling	5	6	6	6	6	5	4	3	5	4
deteriorate	wipe	1	0	1	0	0	0	0	2	0	1
control	barter	0	1	1	0	0	0	0	2	2	1
disappear	appear	0	0	2	0	0	0	0	2	0	1
pray	communicate	4	0	2	0	0	0	1	2	0	3
like	enjoy	6	6	6	6	6	4	5	4	6	3
leave	ignore	3	0	2	5	2	0	4	3	6	2
hate	kill	0	0	1	1	0	3	0	1	0	2
upset	frustrate	5	5	4	6	5	5	4	3	4	5
damn	imitate	0	1	0	3	0	0	0	1	0	0
argue	yell	6	1	2	2	5	4	4	3	2	4
crunch	chew	6	3	4	6	5	3	5	1	1	5
look	heal	0	1	0	1	0	0	0	1	0	0
tumble	fall	6	5	5	5	5	6	5	3	4	6
show	tell	1	1	1	3	2	1	0	1	4	3
control	hold	4	3	3	2	3	3	3	3	5	2
explode	erupt	6	6	4	4	6	5	5	3	6	5
understand	clarify	2	2	4	3	5	2	0	3	1	3
hesitate	pause	6	6	5	2	4	6	6	4	5	5
set	swing	0	1	0	2	1	3	0	1	0	2
develop	begin	4	4	1	6	0	2	0	2	2	3
swim	splash	5	2	2	5	2	4	4	2	3	4
do	accomplish	6	2	4	3	4	4	4	5	5	5
swap	change	6	4	5	4	6	6	4	4	5	4
earn	respect	0	1	0	3	2	2	0	3	0	3
pass	serve	3	2	2	3	0	4	0	3	0	4
taste	touch	0	1	0	5	0	0	0	2	0	3
ask	recall	3	3	2	3	2	1	0	1	1	2
practice	learn	4	2	1	4	2	4	0	4	4	3
talk	announce	4	3	3	4	3	5	3	4	4	4
exchange	replace	6	3	0	3	5	6	2	4	6	2
repress	forbid	2	4	4	3	4	6	4	4	2	4
holler	roar	6	6	3	4	6	5	5	3	4	5
punch	calculate	0	1	0	3	0	1	0	1	0	0
know	inform	0	1	2	3	1	0	0	3	0	2
catch	receive	3	5	3	6	3	6	3	4	5	4
delay	wait	3	5	0	4	4	0	3	4	6	4
wear	adorn	0	4	3	2	3	4	0	2	2	4
perceive	get	6	1	0	3	4	3	0	2	3	2
aim	look	0	2	0	3	3	2	0	2	4	1
secure	survive	1	1	0	3	1	3	0	2	1	2
take	borrow	4	3	2	4	4	5	2	2	5	4
enjoy	live	4	2	0	1	1	2	0	2	3	2
conquer	win	6	4	4	4	6	6	4	3	4	4
prohibit	hide	0	2	2	3	1	0	0	2	1	1
stir	blend	2	6	5	4	5	4	4	3	5	5
incline	dispose	0	1	0	3	0	3	0	2	0	0
express	tell	6	4	2	3	4	5	0	3	5	4
tear	break	2	5	3	5	5	6	0	3	4	4
listen	seek	0	3	0	5	1	3	0	2	1	2
despise	prove	0	0	0	1	1	2	0	1	0	1
bet	risk	5	4	2	5	5	6	4	4	6	5
release	take	0	0	0	3	1	2	0	1	0	2
shrink	grow	0	0	0	0	1	0	0	2	0	3
urge	crave	0	5	4	1	3	1	0	2	5	4
magnify	see	2	3	2	4	2	4	0	3	2	2
evacuate	escape	5	6	3	5	6	3	4	2	5	5
attempt	yawn	0	2	0	0	0	0	0	0	0	0
increase	magnify	4	4	6	3	2	4	5	4	5	4
keep	take	1	4	2	0	0	1	1	4	2	1
dismiss	go	0	5	1	1	1	1	2	3	1	3
scream	roar	5	5	2	6	1	3	5	5	5	6
build	destroy	0	2	0	0	0	0	1	0	0	0
think	analyze	4	5	6	6	2	4	6	4	6	5
vacate	leave	5	5	6	6	2	5	6	6	5	6
dance	flash	2	0	0	0	1	0	0	0	1	0
drag	pull	5	6	6	6	2	4	1	5	5	4
enjoy	amuse	4	5	5	5	1	4	3	4	4	2
defeat	beat	6	6	6	2	3	5	6	5	6	6
bend	stretch	4	4	5	5	2	2	4	3	4	4
prove	show	4	3	5	0	2	5	5	4	4	6
give	return	1	2	1	0	1	3	1	4	2	5
deny	lie	4	6	0	1	1	0	3	4	3	3
borrow	beg	4	4	0	0	0	0	3	2	2	1
recommend	assist	5	3	1	3	0	3	4	3	3	0
follow	come	0	6	1	4	1	2	2	1	3	5
hurt	condemn	1	1	3	0	1	2	4	0	1	1
restore	receive	2	2	1	0	0	0	2	1	1	0
move	advance	5	4	5	1	1	5	6	5	4	5
change	become	4	5	1	1	0	4	5	5	3	5
catch	release	1	1	0	0	0	0	1	0	0	0
fight	conquer	5	3	3	2	1	5	4	4	3	5
care	worry	6	4	4	4	1	4	5	4	2	4
scream	squeak	6	5	2	0	2	3	3	2	2	1
own	possess	6	5	6	3	3	6	6	6	6	6
announce	speak	6	5	3	1	1	4	6	4	4	6
hurt	salute	0	0	0	0	0	0	0	0	0	0
dismay	surprise	0	3	0	0	0	2	1	0	1	1
compose	design	4	4	4	2	1	5	4	5	3	5
design	decorate	5	3	3	2	1	2	4	4	2	5
evict	leave	0	6	0	6	3	0	6	3	2	0
heal	help	0	4	4	0	0	5	5	5	4	5
win	struggle	0	1	0	0	0	0	0	1	2	0
stand	kneel	2	1	0	0	0	0	0	1	0	0
scream	cry	2	3	3	0	1	2	4	4	4	4
hear	speak	0	2	0	0	0	0	1	1	2	0
do	command	0	4	0	0	0	1	1	1	1	0
choke	die	4	4	0	1	0	3	3	5	3	5
kill	punish	0	1	0	0	1	4	2	3	2	4
keep	find	4	4	0	0	0	3	3	2	2	3
develop	learn	5	5	3	2	1	4	6	5	3	6
regret	fold	0	1	0	0	0	0	1	0	0	0
forgive	regret	3	1	1	0	0	0	0	1	1	0
shun	disown	6	5	4	0	2	6	4	4	5	6
hit	abuse	6	6	4	0	1	5	6	5	4	6
tease	bother	5	0	6	1	1	0	5	5	3	4
leave	flee	6	6	5	1	2	6	4	5	6	6
unite	tie	1	6	0	1	1	0	6	0	4	1
cruise	overflow	1	0	0	1	0	0	6	0	1	0
fall	lay	5	0	0	3	0	1	6	1	2	2
accept	take	5	6	5	5	6	3	6	5	5	4
engage	marry	3	0	0	5	0	3	6	3	3	4
leap	hop	6	1	2	5	0	5	6	5	5	3
command	control	6	6	5	6	2	3	6	5	6	5
dislike	despise	6	6	6	6	2	6	6	5	5	4
suspect	turn	1	0	0	3	0	1	1	0	1	0
humiliate	degrade	6	5	6	4	3	5	6	6	6	5
stay	sit	3	0	0	4	3	4	6	5	4	2
cuddle	hug	6	6	6	5	6	5	6	4	6	1
run	operate	5	5	5	5	0	1	6	6	5	0
manage	slide	1	0	0	3	0	0	6	0	0	0
stay	roam	3	0	0	0	0	0	1	0	0	0
prick	splash	1	0	0	2	0	0	6	0	0	0
blame	ridicule	6	0	0	4	0	5	6	1	0	0
rescue	find	6	6	5	5	3	3	6	4	1	4
retreat	charge	1	5	0	4	0	1	6	0	0	0
predict	guess	5	6	4	6	0	6	6	5	5	4
disintegrate	perish	6	5	4	5	5	4	6	5	5	3
scare	jump	5	0	0	2	1	1	6	0	1	0
scream	hoot	5	0	1	5	0	2	6	3	2	3
scold	yell	5	0	3	6	2	5	6	4	3	5
face	approach	5	5	0	3	0	3	6	4	5	3
tell	talk	6	5	3	6	5	6	6	4	5	4
overflow	fill	6	0	0	1	2	2	6	2	5	0
choke	smother	6	5	1	2	4	5	6	0	4	4
perish	prosper	1	0	0	0	0	0	6	0	0	0
ignore	avoid	5	6	4	6	4	4	6	5	5	6
combine	add	5	5	6	6	5	1	6	2	5	5
disperse	spread	5	6	6	5	6	5	6	6	5	6
touch	pat	3	5	4	6	4	3	6	4	5	4
reel	turn	3	0	1	3	0	1	6	3	3	3
admire	like	6	5	6	6	5	6	6	4	5	4
serve	sing	1	0	0	0	0	1	6	0	0	0
preview	observe	5	5	3	4	1	3	6	3	1	1
pretend	play	5	5	0	3	1	1	6	4	4	3
float	swim	3	1	3	4	1	2	6	3	3	2
remove	loosen	2	0	0	5	0	3	6	1	3	0
squeal	jerk	1	0	0	1	0	1	6	0	0	0
help	scream	0	0	0	0	0	1	6	0	0	0
bring	send	3	0	0	1	1	0	6	0	1	0
incline	suggest	3	6	3	2	1	2	6	1	4	1
avoid	demolish	0	0	0	3	0	1	6	0	1	0
accumulate	toss	0	0	0	2	0	1	6	0	0	0
depend	rely	6	6	6	6	5	5	6	6	6	5
pass	misspend	0	0	0	1	0	1	6	0	0	0
allow	ban	3	0	0	0	0	0	6	0	0	0
weave	knit	5	0	3	3	2	6	6	3	5	4
justify	judge	2	1	0	0	2	0	3	1	3	0
sit	lounge	5	4	5	3	4	5	3	2	5	3
dip	want	0	0	0	0	0	0	1	0	0	0
disguise	hide	6	4	6	3	5	6	4	4	6	4
bound	correct	0	0	0	0	0	0	1	0	0	0
hit	run	0	0	0	0	0	0	1	0	0	0
struggle	hurt	1	1	0	0	4	0	2	2	0	0
seem	be	4	4	0	0	4	5	3	3	4	2
hug	kiss	1	3	0	0	3	0	3	0	1	4
give	decline	0	0	0	0	0	0	2	0	0	0
defeat	fail	1	0	2	0	1	6	2	0	2	1
wag	wiggle	4	6	2	4	4	4	3	4	6	4
leave	release	3	4	2	1	3	3	4	0	1	0
crunch	destroy	3	4	0	2	4	3	3	0	3	0
grab	release	0	0	0	0	0	0	2	0	0	0
pull	lift	1	4	0	1	1	2	3	1	4	0
die	kill	1	0	0	0	0	1	3	0	0	0
erode	decay	4	5	4	5	3	5	4	5	6	6
increase	raise	5	6	4	6	5	6	4	4	6	3
strain	lift	2	1	1	0	4	0	3	0	0	0
glide	fly	4	6	2	2	5	5	5	5	5	4
develop	create	4	6	5	5	4	6	4	5	5	6
spray	sprinkle	2	4	1	4	4	1	2	0	3	4
rearrange	fix	2	2	0	2	2	1	3	1	1	0
live	move	0	0	0	0	2	0	2	0	0	0
bluff	lie	1	4	4	5	4	5	4	5	6	5
beware	watch	1	3	3	3	4	4	4	2	2	3
excel	drive	1	0	0	2	3	0	4	0	0	3
accomplish	conquer	4	5	3	3	4	3	5	1	4	0
deny	prohibit	5	5	3	5	5	6	5	6	6	6
buzz	hum	1	4	3	2	4	2	2	3	5	4
snooze	nap	4	6	5	5	6	6	4	5	6	6
choose	elect	5	5	5	4	5	6	4	5	6	6
fight	toil	2	3	1	1	3	1	2	3	2	0
sprinkle	obtain	0	0	0	0	0	0	1	0	0	0
spill	splash	1	5	2	2	4	3	4	0	3	3
allow	deny	0	0	0	0	0	0	1	0	0	0
retain	keep	6	6	5	6	6	6	4	6	6	6
attend	help	2	4	0	3	5	0	3	3	6	3
sell	disown	4	0	0	0	1	6	3	0	0	0
shake	bake	0	0	0	0	0	0	1	0	0	0
sneeze	bless	0	0	0	0	1	0	1	0	0	0
meet	introduce	1	1	1	1	1	1	4	2	5	0
remove	add	0	0	0	0	0	0	1	0	0	0
ridicule	bother	0	1	0	1	1	4	1	0	3	0
overwhelm	confuse	2	5	3	2	4	2	4	5	4	1
succeed	achieve	5	6	4	4	5	6	5	6	6	0
defeat	overwhelm	2	4	1	4	4	1	4	1	5	6
believe	accept	2	3	1	3	4	2	5	3	6	5
convince	agree	1	0	0	0	2	3	1	0	0	0
respect	like	0	5	3	1	6	5	3	4	3	3
lower	degrade	5	4	3	4	6	4	4	6	6	5
deal	cope	4	6	2	3	4	5	4	6	5	6
hate	deceive	0	3	1	2	3	3	1	0	0	2
yawn	stretch	0	1	1	3	0	2	1	4	0	2
keep	stay	0	2	0	0	2	2	1	5	3	4
take	carry	3	3	2	3	4	4	2	4	4	5
trail	lead	0	2	3	1	5	0	1	0	0	2
